id,en
p582456,I must study English.
p879074,You must not eat here.
p416266,I like both apples and peaches.
p482324,I drink coffee or tea in the morning.
p608722,He was tired but satisfied.
p884678,I’m bringing both my laptop and my tablet.
p384389,We enjoy movies or board games on the weekend.
p755719,This town is old but very lively.
p984429,I ordered salad and soup for lunch.
p167024,You can take the course in person or online.
p905562,She is young but very composed.
p789746,This notebook is thin but sturdy.
p632708,I like apples and oranges.
p794459,I like coffee and tea.
p201617,He plays baseball or soccer.
p962241,I am busy but happy.
p623320,She bought apples and bananas.
p133942,I watch movies or TV.
p963427,He is tired but energetic.
p937059,We ate pizza and pasta.
p265273,I read books or magazines.
p227918,She is young but wise.
p298421,"If I have time, I’ll send the files."
p403287,"If it rains, the meeting will go online."
p951708,"If he doesn’t come, I’ll contact you instead."
p597859,"If you have any questions, feel free to ask anytime."
p798982,"If I’m on time, I’ll grab coffee on the way."
p856208,"If you’re unsure, send me a message."
p526041,"If the weather is nice, we’ll go for a picnic."
p568867,"If the network drops, please reconnect."
p178501,"If a table is open, I’ll make a reservation."
p574360,"If she helps us, we’ll finish quickly."
p808358,"If it is sunny tomorrow, I will go to the sea."
p452201,"If it rains, I will stay at home."
p249428,"If I have time, I will watch a movie."
p506745,"If I have money, I will buy a car."
p284422,"If he comes, we will eat together."
p948090,"If I pass the exam, I will go to university."
p518168,"If she calls me, I will answer."
p345302,"If the weather is good, I will go to the park."
p560585,"If he is busy, I will help him."
p713310,"If she comes, I will be happy."
p497975,"When he arrived, we applauded."
p889156,"When it started raining, we moved inside."
p435423,"When the phone rang, I was cooking dinner."
p359062,"When the train arrived, the platform was crowded."
p395747,"When I have time, I read books."
p694939,"When she laughs, everyone else smiles."
p147600,"When the PC freezes, please restart it."
p345090,When the kids fall asleep I can finally get back to work.
p226894,"When the meeting ended, it was already night."
p542611,"When the music started, everyone began to dance."
p147831,"When he came, I was studying."
p195868,"When it rained, I was at home."
p256579,"When she called me, I was sleeping."
p991051,"When she called me, I was studying."
p953980,"When I woke up this morning, I was tired."
p504630,"When he came here, I was watching TV."
p412807,"When she came, I was reading a book."
p476304,"When he called me, I was working."
p238932,"When she came, I was listening to music."
p785564,I read books when I am free.
p312934,"Because the rain was heavy, we postponed our plans."
p833805,"Because I was tired, I went home early."
p193054,"Because the deadline was close, I hurried."
p845416,"Because he helped us, we finished the project."
p562000,"Because the weather was nice, we went for a walk."
p777666,"Because I was hungry, I made a quick snack."
p642667,"Because she was late, we started without her."
p889324,"Because we didn’t have enough time, we shortened the plan."
p627553,"Because I was curious, I joined the event."
p218675,"Because the train was late, I quickly took a taxi."
p234916,"Because it was raining, I stayed at home."
p876917,"Because I was tired, I went to bed early."
p108619,"Because I was hungry, I ate a lot."
p611990,"Because I was busy, I couldn't help her."
p169487,"Because he came, I was happy."
p441679,"Because she called, I answered."
p980244,"Because I had no time, I hurried."
p274169,"Because I had no money, I couldn't buy it."
p462301,"Because he came, we ate together."
p805838,"Because she came, I was happy."
p456842,I think that he is sincere.
p375506,I believe that she is right for this job.
p515756,We think that it will rain.
p413218,He is sure that he will pass the exam.
p181648,I think that this plan is feasible.
p832035,She knows that he is busy.
p398607,The teacher believes that we are ready.
p302379,I expect that they will finish the project.
p211397,They feel that the movie is interesting.
p869009,I’m sure that you will succeed.
p815410,I think that he is right.
p668627,I think that she is wise.
p406568,I think that he will come.
p831137,I think that she is right.
p949788,I think that he is busy.
p835441,I think that she is tired.
p146461,I think that he won't come.
p268262,I think that she will be happy.
p528918,I think that he is correct.
p227228,I think that she will come.
p880844,I am going to go for a run tomorrow morning.
p217883,She is going to start a new project next week.
p293730,We are going to video-call our family tonight.
p284623,He is going to travel overseas for work.
p744835,My friend is going to stay over at my place this weekend.
p148859,I am going to stop by the store after work.
p565747,She is going to run a full marathon next week.
p325030,I am going to take an online English class tonight.
p117110,We are going to travel domestically this summer.
p350585,He is going to start a new game this weekend.
p629447,I am going to visit my grandmother tomorrow.
p963996,I am going to watch a movie tomorrow.
p600827,He is going to visit Japan next week.
p988190,She is going to cook tomorrow.
p207580,We are going to get married next month.
p577797,He is going to play tennis tomorrow.
p636634,She is going to take an exam next week.
p180773,I am going to go to the park tomorrow.
p777293,He is going to buy a car tomorrow.
p146965,She is going to write a letter tomorrow.
p191038,I will support you right away if needed.
p445794,I will send you the details tomorrow morning.
p175549,He will definitely attend the meeting next week.
p982686,She will share a new idea in tomorrow’s presentation.
p616458,I will let you know the result by email this afternoon.
p888898,The team will hold a meeting late tonight.
p941069,I will print the document if necessary.
p288938,They will release an update soon.
p598438,I will take a new class next month.
p212041,The app will get even faster next week.
p658250,I will help you.
p319856,I will call you tomorrow.
p732022,He will come next week.
p988710,She will come tomorrow.
p888413,I will wake up early tomorrow.
p602352,He will play tennis tomorrow.
p336381,We will cook tomorrow.
p309783,I will go shopping tomorrow.
p149966,He will buy a car tomorrow.
p864193,She will write a letter tomorrow.
p618487,This cafe is quieter than the previous place.
p980951,She types faster than I do.
p925606,This laptop is lighter than that model.
p327911,This route is shorter than the other road.
p842830,He is stronger than his brother.
p393697,This table is wider than the previous one.
p153309,This room is brighter than that one.
p761508,This chair is more comfortable than the old one.
p984029,He is taller than anyone else in the class.
p107677,This app runs faster than before.
p772375,Tom is taller than John.
p553680,She is younger than me.
p346178,This book is older than that one.
p538596,He runs faster than me.
p991411,She is smarter than me.
p847886,This car is bigger than that one.
p765012,He is stronger than me.
p548313,She is more beautiful than me.
p545819,This house is smaller than that one.
p532057,He is taller than me.
p204407,Tom is the tallest in our class.
p897673,She is the youngest among us.
p393552,This book is the oldest in the library.
p639092,He runs the fastest among us.
p653609,She is the smartest among us.
p769178,This car is the biggest in the store.
p245830,He is the strongest among us.
p783065,She is the most beautiful among us.
p494069,This house is the smallest in the town.
p882446,He is the tallest among us.
p430267,Tom's the tallest kid on our basketball team.
p582228,Emi is the youngest person in our hiking club.
p103033,This record player is the oldest gadget on the shelf.
p794848,Sho runs the fastest during our lunchtime races.
p629201,Rika is the smartest student in the robotics club.
p751547,This suitcase is the biggest one in our closet.
p814351,Koji is the strongest guy at our gym.
p669008,Kana is the prettiest singer in the choir.
p591042,This cabin is the coziest place on the mountain trail.
p886622,Momo is the cutest cat in the neighborhood.
p663773,This book is more interesting than that one.
p120938,This movie is more interesting than that one.
p746300,This book is more difficult than that one.
p912726,This problem is more complicated than that one.
p909325,This dish is more delicious than that one.
p757345,This music is more beautiful than that one.
p982571,This building is more famous than that one.
p657157,This car is more expensive than that one.
p737333,This park is more popular than that one.
p131840,This school is more famous than that one.
p437598,This podcast is more informative than the morning news.
p971022,Our coworking space is more comfortable than the old office.
p514761,That online course is more comprehensive than the textbook.
p573331,Her explanation was more helpful than the manual.
p448316,This salad is more filling than the sandwich.
p323997,Tonight's playlist is more relaxing than yesterday's set.
p377633,The new museum is more impressive than the one downtown.
p292745,This electric bike is more expensive than my old scooter.
p529591,This festival is more popular than the spring event.
p647898,Their support team is more responsive than our old vendor.
p677449,This is the most interesting book of all.
p278022,This is the most difficult problem of all.
p963015,This is the most beautiful music in the world.
p626519,This is the most delicious dish in the world.
p956088,This is the most complicated system in the world.
p925921,This is the most important decision of all.
p344719,This is the most popular movie in the world.
p992403,This is the most expensive car in the world.
p360232,This is the most useful tool in the world.
p638476,This is the most effective method in the world.
p399106,This guide is the most informative resource on the site.
p602003,That puzzle was the most challenging problem on the exam.
p776400,Her piano cover is the most beautiful music at the recital.
p507200,This ramen place serves the most delicious broth in town.
p234437,This migration plan was the most complicated project we handled this year.
p722196,Choosing this major was the most important decision in my college life.
p665140,This documentary is the most popular movie on the streaming chart.
p225624,That vintage watch is the most expensive item in the shop.
p197759,This multitool is the most useful gadget in my backpack.
p326863,This breathing drill is the most effective method for calming me down.
p839924,She is as tall as her sister.
p704890,He runs as fast as me.
p211489,This book is as interesting as that one.
p772964,She is as young as me.
p685864,This car is as big as that one.
p172897,He is as strong as me.
p711857,This house is as small as that one.
p424374,She is as smart as me.
p904541,This music is as beautiful as that one.
p254585,This dish is as delicious as that one.
p518067,Maya is as tall as her older sister now.
p211112,Ken can run as fast as the track captain.
p475530,This podcast is as interesting as that bestseller.
p937306,That hoodie is as cozy as my favorite blanket.
p714942,This cafe is as quiet as a library in the morning.
p970227,He is as strong as his coach.
p619586,This studio is as small as my old dorm room.
p183465,Aya is as smart as her mentor.
p684181,This melody is as beautiful as the live orchestra version.
p740025,This dessert is as delicious as the bakery's signature cake.
p800559,I like oranges better than apples.
p285913,I like coffee better than tea.
p200758,I like movies better than TV.
p296068,I like music better than books.
p782830,I like soccer better than baseball.
p242812,I like apples the best.
p784775,I like coffee the best.
p822169,I like movies the best.
p444903,I like music the best.
p888213,I like sports the best.
p531111,I like podcasts better than radio shows in the morning.
p814159,I like iced coffee better than hot coffee in summer.
p820756,I like taking the train better than driving downtown.
p769847,I like digital books better than paper ones when I travel.
p905482,I like playing futsal better than jogging alone.
p785959,I like mango smoothies the best.
p182106,I like cozy neighborhood cafes the best.
p429093,I like quiet movie nights at home the best.
p217499,I like acoustic playlists the best when I study.
p701010,I like rainy-day walks the best for clearing my head.
p279705,To study English is important.
p352105,My dream is to be a teacher.
p572310,I want to help you.
p351771,I like to read books.
p408240,I started to study English.
p903359,I began to study English.
p294673,She began to read the book.
p276370,I like to play tennis.
p420962,She likes to cook.
p603595,I like to watch movies.
p290263,To get proper sleep is important before a big exam.
p880556,My goal is to teach kids overseas someday.
p186528,I want to help you set up the projector.
p630161,I like to read mystery novels on the train.
p967252,I started to study English during my commute this spring.
p661797,I began to take online lessons last month.
p533314,She began to read the new novel on her commute.
p905525,I like to play tennis at the park on Sundays.
p541049,She likes to cook simple meals after work.
p120170,I like to watch movies with subtitles on Friday nights.
p859143,I want something to eat.
p728166,I want something to drink.
p597513,I want something hot to drink.
p698456,I need a pen to write with.
p875383,She has a car to drive.
p822550,I want water to drink.
p923591,I have something to do.
p562917,This is a book to read.
p190177,This is a movie to watch.
p398080,This is a book to study math.
p169594,I have nothing to say.
p742012,I need a quiet place to study tonight.
p146368,I need something cold to drink.
p897648,We found a comfy sofa to nap on during breaks.
p722101,I need a pen to sign these forms.
p342433,She wants a light bike to ride to work.
p492967,We picked a movie to watch with the kids.
p938517,I brought notes to review before the meeting.
p833436,This is a link to share with the whole team.
p104170,I saved a playlist to keep me focused.
p843899,We need a volunteer to lead the warm-up.
p602146,I have nothing to add to that point.
p159060,I went to the library to study.
p473815,I came here to see her.
p357519,I study hard to pass the test.
p184753,He works hard to earn money.
p238050,I went to the department store to do some shopping.
p569737,She went to the movie theater to watch a movie.
p174460,I went to the station to meet my friend.
p462351,He went to the library to read books.
p661159,I went to the restaurant to have lunch.
p767722,She bought a pen to write a letter.
p288123,I went to the library to finish my report.
p114860,I came here to check on you.
p109581,I study every night to pass the certification test.
p492469,He works late to save money for travel.
p774071,We stopped by the market to grab snacks.
p399384,She went to the theater to watch the new musical.
p408332,I headed to the station to pick up my friend.
p150681,He went to the library to return the overdue books.
p635917,I walked to the restaurant to meet my parents for lunch.
p594041,She bought a fountain pen to write a thank-you letter.
p533519,I am happy to see you.
p527635,I am sad to hear the news.
p791367,I am surprised to see him here.
p708672,I am sorry to hear that.
p753388,I am angry to see this.
p400156,I am excited to go to the party.
p388221,I am glad to see you.
p121132,I was sad to read the letter.
p611914,I am glad to hear that.
p531512,I am happy to hear about your success.
p117124,I'm happy to finally see you in person.
p375562,I'm sad to hear about your loss.
p189283,I'm surprised to see him working here.
p663625,I'm sorry to hear that your trip was canceled.
p785664,I'm angry to see the project delayed again.
p940532,I'm excited to go to the live show tonight.
p890854,I'm glad to see you feeling better.
p567820,I was sad to read his farewell letter.
p500173,I'm relieved to hear that everyone is safe.
p196618,I'm happy to hear about your promotion.
p348010,Swimming is fun.
p755118,I like reading books.
p815156,My hobby is collecting stamps.
p668208,He stopped smoking.
p250736,Reading is important.
p700915,Swimming is good exercise.
p594523,I like playing tennis.
p453856,She likes cooking.
p292901,I finished doing my homework.
p632575,She finished studying.
p650985,Swimming in the river is incredibly refreshing.
p346350,I like reading travel blogs on weekends.
p752600,My hobby is collecting vintage pins.
p900507,He stopped smoking last month.
p907596,Reading every night is important for my course.
p891606,Jogging early in the morning is good exercise.
p442821,I like playing tennis with my coworkers after work.
p556955,She likes cooking simple soups for dinner.
p913459,I finished doing my homework before dinner.
p128521,She finished studying before the video call.
p900580,Thank you for helping me.
p715141,How about playing tennis?
p116492,How about taking a walk?
p190549,I am good at swimming.
p206866,She is good at running.
p109104,I am interested in reading books.
p690006,I am thinking about studying abroad.
p632160,I enjoyed reading.
p857262,I finished reading.
p842731,He stopped talking then.
p524485,Thank you for helping me polish the presentation deck.
p430011,How about trying the new ramen place for lunch?
p855383,How about taking a short walk before the next session?
p662590,I am good at teaching swimming to local kids.
p214426,She is good at running community events on the go.
p618678,I am interested in reading startup memoirs.
p169295,I am thinking about studying abroad in Canada next spring.
p652287,I enjoyed reading in the park this afternoon.
p623401,I finished reading the report on my commute.
p106074,He stopped talking after hearing the news.
p617679,There is a convenience store near here.
p681974,There was a man in the old house.
p132179,There were many children in Japan before.
p502921,There is not a restaurant near here.
p104209,There were three books in my bag.
p866343,There are some boys in the park.
p747327,There is a park near my house.
p366065,There is a book on the desk.
p280138,There are many students in the classroom.
p507145,Are there any bikes at the station?
p790288,There is a 24-hour convenience store just around this corner.
p719876,There was a friendly guard at the gate last night.
p348103,There were plenty of food trucks at the festival.
p954983,There isn't any Wi-Fi in this cabin.
p669754,There were three spare chargers in my backpack.
p769711,There are a few quiet seats by the window.
p496545,There is a coworking lounge on the second floor.
p847583,There is a new memo on the desk.
p769349,There are many exchange students in that class.
p808028,Are there any rental bikes left at the station?
p574342,When was she born?
p727381,When was this car made?
p250812,Is the song loved by young people?
p843738,Those rooms are not cleaned today.
p892596,The song is loved by many people.
p951054,This library isn't closed at five.
p994090,This pc was used by John.
p678970,Soccer is played in many countries.
p400238,Bob was helped by John.
p757918,English is used in many countries.
p424504,When was she born exactly?
p275866,When was this classic car manufactured?
p182873,Is this anthem still loved by the younger crowd?
p841478,Those studio rooms aren't cleaned yet today.
p447685,This folk song is loved by people all over the island.
p273506,This library isn't closed at five anymore.
p697985,This laptop was used by Miki during the hackathon.
p336590,Indoor soccer is played in sports centers across the city.
p869420,Ken was helped by Ayumi with the experiment.
p470976,English is used in most of our partner teams.
p138154,I have just finished my homework.
p330237,I have just finished my homework.
p245464,We have already cleaned the room.
p365621,I have just eaten lunch.
p570509,She has just eaten lunch.
p844390,He has just watched the movie.
p555963,We have already finished the work.
p701544,She has just written a letter.
p946374,I have just called you.
p715803,He has already read the book.
p362036,I have just wrapped up the client report.
p244821,I have already uploaded today's lecture notes.
p299394,We have already cleaned the studio for tonight's class.
p327769,I have just eaten a late lunch at my desk.
p906845,She has just grabbed lunch with her mentor.
p766294,He has just watched the season finale.
p308381,We have already finished the data entry for today.
p674352,She has just written a thank-you email.
p402547,I have just called you back.
p603522,He has already read the entire briefing packet.
p955707,I haven't finished my homework yet.
p528053,I haven't finished having lunch yet.
p312489,She hasn't watched the movie yet.
p307447,We haven't finished the work yet.
p371414,He hasn't written the letter yet.
p765149,I haven't called you yet.
p849092,She hasn't read the book yet.
p474668,He hasn't finished his homework yet.
p445910,I haven't eaten lunch yet.
p846483,She hasn't cleaned the room yet.
p293518,I haven't finished the client report yet.
p337270,I haven't eaten lunch yet today.
p512947,She hasn't watched the new episode yet.
p370892,We haven't finished the prototype yet.
p481568,He hasn't written the summary yet.
p746524,I haven't called the supplier yet.
p226489,She hasn't read the updated policy yet.
p771474,He hasn't finished his science homework yet.
p532553,I haven't eaten dinner yet.
p254681,She hasn't cleaned the studio yet.
p505065,Have you finished your homework yet?
p534228,Has she watched the movie yet?
p710042,Have you eaten lunch yet?
p198270,Has he written the letter yet?
p422744,Have you called him yet?
p568512,Has she read the book yet?
p805561,Have you finished your homework yet?
p715028,Has he cleaned the room yet?
p679772,Have you finished the work yet?
p299519,Has she eaten lunch yet?
p153451,Have you finished your client report yet?
p535895,Has she watched the new documentary yet?
p110825,Have you eaten lunch yet today?
p693523,Has he written the project summary yet?
p162493,Have you called the client back yet?
p134866,Has she read the updated brief yet?
p984265,Have you finished prepping your slides yet?
p215353,Has he cleaned the studio yet?
p953605,Have you finished the prototype yet?
p423759,Has she eaten dinner yet?
p722622,I have lived here for three years.
p158782,I have lived in Tenkawa for 12 years.
p701430,I have lived in Nara for 14 years.
p758260,I have lived in Nara since I was born.
p136224,Tom has lived in Tenkawa for 2 years.
p795228,She has worked here for five years.
p888172,We have been friends for ten years.
p118967,He has played tennis since he was a child.
p739143,She has studied English since last year.
p581326,I have lived in Tokyo since 2010.
p182326,I have lived in this apartment for three years.
p735830,I have lived in Tenkawa for twelve years now.
p560722,I have lived in Nara for fourteen years straight.
p935106,Tom has lived in Tenkawa for two years now.
p640610,She has worked at this coworking hub for five years.
p821076,We have been friends for ten years since our first year of college.
p916014,He has played tennis since grade school.
p890177,I haven't lived here for a long time.
p551834,It has not rained for a week.
p488175,She hasn't worked here for a long time.
p123394,We haven't been friends for a long time.
p348247,He hasn't played tennis since last year.
p539045,She hasn't studied English since last week.
p237018,I haven't lived in Tokyo since 2015.
p459239,He hasn't gone to school for a long time.
p506788,She hasn't read books for a long time.
p630520,I haven't watched movies for a long time.
p715789,I haven't lived here for very long.
p321233,It hasn't rained for a whole week.
p240380,She hasn't worked here for very long.
p915264,We haven't been friends for very long.
p110842,He hasn't played tennis since last summer.
p846660,She hasn't studied English since last month.
p594919,He hasn't gone to school for quite a while.
p496133,She hasn't read novels for a long time.
p565272,I haven't watched movies for weeks.
p644781,How long have you lived here?
p171775,How long have you lived in Japan?
p929803,How long have you worked here?
p165713,How long have you worked at school?
p276473,How long have you studied English?
p573163,How long have you studied Japanese?
p182291,How long have you been friends?
p174193,How long have you been a Tigers fan?
p492645,How long have you played tennis?
p410115,How long have you played soccer?
p501741,How long have you lived in this building?
p135481,How long have you worked here at the studio?
p358823,How long have you worked at that school?
p321630,How long have you been friends with them?
p997983,How long have you played tennis on that team?
p496834,How long have you played soccer with the club?
p825283,I have been sick for three days.
p553028,I have been to Tokyo twice.
p724824,She has seen the movie three times.
p934026,I have visited Canada once.
p495856,He has read that book once.
p381199,I have seen that movie twice.
p139807,She has heard that song many times.
p406041,I have eaten at that restaurant many times.
p940582,He has visited that country three times.
p280389,Have you ever been to Tokyo before?
p316737,I have been sick for three days straight.
p974693,I have been to Tokyo twice for concerts.
p181709,She has seen that movie three times already.
p738083,I have visited Canada once for work.
p533193,He has read that book once already.
p169871,I have seen that movie twice with my sister.
p296602,She has heard that song many times on the radio.
p112055,I have eaten at that ramen bar many times.
p691299,He has visited that country three times for research.
p275875,Have you ever taken the night bus to Tokyo before?
p499243,This is the book written by Soseki.
p525451,This is a car sold in 1950.
p593896,I have a pen made in Germany.
p505937,This is the guitar used by John.
p847262,I know the woman making a cake.
p965415,Who is the man walking over there?
p472845,The boy playing soccer is Bob.
p307462,I know the boy running over there.
p230332,The child watching TV is my brother.
p985794,The woman singing a song is my sister.
p115208,This is the travel guide compiled by Rina.
p937883,This is the classic car built for racing in 1950.
p440095,I carry a fountain pen made in Germany for signatures.
p173483,This is the guitar used by Jun during the recording.
p259535,I know the chef preparing the desserts over there.
p719503,Who is the man jogging by the river over there?
p959522,The boy playing soccer in the rain is Kai.
p190801,I know the student running down the hallway.
p469787,The kid watching anime on the tablet is my cousin.
p302743,The woman singing the jazz standard is my sister.
p860166,It is important to study English.
p488828,It is hard to get up early.
p692867,It was interesting to see temples in Nara.
p663449,Is it easy to speak English?
p145079,It was easy for me to swim.
p493485,It is important to help old people.
p218525,It is difficult to learn Japanese.
p943337,It is fun to play soccer.
p311391,It is easy for him to speak English.
p175101,It is fun for us to cook.
p792596,It is important to keep a journal in English.
p569203,It is tough to log into the system at five in the morning.
p208554,It was fascinating to see the restored temples in Nara.
p235745,Is it easy to pitch your idea in English?
p723903,It was easy for me to learn to swim with that coach.
p922688,It is important to offer your seat to older riders.
p506726,It is difficult to learn handwritten Japanese addresses.
p568239,It is fun to play pick-up soccer in the park.
p660519,It is easy for him to present in English now.
p984373,It is fun for us to cook brunch together.
p144440,I want you to help me.
p264457,I want you to clean the room.
p182981,She wants him to come.
p906302,They want us to study hard.
p535808,My mother wants me to clean my room.
p995904,I want her to cook.
p600751,He wants me to read a book.
p556915,She wants him to watch a movie.
p458258,I want him to sing a song.
p449207,She wants me to write a letter.
p168645,I want you to double-check the slides.
p462773,I want you to tidy the shared studio.
p723816,She wants him to call his parents tonight.
p853249,They want us to submit the draft early.
p302148,My mother wants me to water her plants.
p367739,I want her to DJ at the party.
p825178,He wants me to write a review of that book.
p980338,She wants him to watch the new documentary.
p491945,I want him to lead a song at karaoke.
p201939,She wants me to write a thank-you letter.
p211082,I don't know what to do.
p228657,I know how to study Japanese.
p513422,I don't know what to say.
p635240,I know when to go.
p784897,I don't know where to go.
p210155,I don't know how to cook.
p833124,I don't know what to buy.
p616696,I know when to start.
p953747,Can you tell me where to eat?
p756617,I don't know how to drive.
p501806,I don't know what to bring to the potluck.
p867459,I know how to study Japanese with podcasts.
p647335,I don't know what to say in the farewell toast.
p926562,I know when to leave for the last train.
p735208,I don't know where to store these props.
p708316,I don't know how to cook vegan ramen.
p309174,I don't know what to buy for the Secret Santa exchange.
p420020,I know when to start the livestream.
p234879,Can you tell me where to grab late-night ramen?
p873127,I don't know how to drive in the snow.
p862962,Do you know who can speak English?
p324415,I don't know where he was then.
p686730,I know what is in the box.
p725833,I don't know why you are crying.
p494401,I didn't know when you left.
p260232,Do you know where he is?
p354586,I don't know who she is.
p996250,I know who he is.
p120739,I don't know what he is doing.
p324149,She knows when he will come.
p348237,Do you know who can host the English workshop?
p757482,I don't know where he was during the outage.
p695218,I know what is inside the mystery box.
p927765,I don't know why you are crying during the movie.
p537007,I didn't know when you left the meeting.
p307858,Do you know where he is staying tonight?
p127646,I don't know who she is talking to.
p653555,I know who he is working with.
p366955,I don't know what he is working on right now.
p361674,She knows when he will land at the airport.
p783120,"You like dogs, don't you?"
p826423,"She is a student, isn't she?"
p101908,"You are busy, aren't you?"
p978056,"She likes grapes, doesn't she?"
p317795,"He can speak English, can't he?"
p903768,"He doesn't have a car, does he?"
p327947,"You didn't go to Kyoto, did you?"
p576772,"You went to Osaka, didn't you?"
p983947,"He won't come, will he?"
p991872,"Let's go to Osaka, shall we?"
p102785,"You love rescue dogs, don't you?"
p901332,"She is an exchange student, isn't she?"
p275830,"You are heading to Osaka, aren't you?"
p864456,"She likes grape soda, doesn't she?"
p205600,"He can host the webinar, can't he?"
p640780,"He doesn't own a car, does he?"
p925055,"You didn't submit the file, did you?"
p532708,"You booked the meeting room, didn't you?"
p738559,"He won't forget the tickets, will he?"
p702674,"Let's grab coffee after class, shall we?"
p677432,Didn't you work yesterday?
p203624,Wasn't he sick last week?
p181196,Can't I go home?
p457637,Doesn't she play volleyball?
p664210,Aren't you a student?
p915428,Don't you like milk?
p302279,Can't he speak English?
p517125,Won't she come?
p908147,Don't you like sushi? - No. I don't like it.
p194445,Don't you like sushi? - Yes. I like it.
p638782,Didn't you work the night shift yesterday?
p969394,Wasn't he sick last weekend?
p130600,Can't I head home after the meeting?
p246445,Doesn't she play volleyball on weekends?
p722580,Aren't you a design student?
p107675,Don't you like oat milk?
p479804,Can't he speak English with the clients?
p675268,Won't she come to the reunion?
p221643,Don't you like the sushi here? - No. I don't like it.
p204530,Don't you like the sushi here? - Yes. I do.
p443342,I have a friend who speaks Chinese.
p680381,I have a friend who likes programming.
p242954,I have a sister who can speak English.
p320062,Do you know the boy who is playing tennis?
p746618,He is the man who helped me yesterday.
p119700,I have a friend who is studying English.
p687713,I have a sister who lives in Tokyo.
p714171,I know the teacher who works here.
p406703,I have a friend who likes music.
p572844,The girl who sits next to me is Hanako.
p757591,I have a friend who speaks Mandarin and Spanish.
p731029,I have a friend who likes building indie games.
p802236,I have a sister who can teach English online.
p220337,Do you know the boy who is practicing serves over there?
p160757,He is the man who fix my bike yesterday.
p315345,I have a friend who is studying English at night school.
p768950,I have a sister who lives in Tokyo with her cat.
p552696,I know the teacher who works here on weekends.
p434909,I have a friend who loves indie music festivals.
p648904,The girl who sits next to me is Hanako from the art club.
p463646,John is a dog which runs fast.
p920262,This is the book which is very interesting.
p187218,This is the bus that goes to Nara.
p807896,This is the temple which was build over 1500 years ago.
p968394,This is the bird that cannot fly.
p531323,This is the shop which opened last week.
p146850,This is the computer which works well.
p234750,This is a car which is made in Japan.
p643424,This is a watch which is expensive.
p596510,The cat which has blue eyes is Kethy.
p636404,Luca is the dog that sprints around the lawn.
p138408,This is the bus that goes straight to Nara Park.
p516591,"This is the temple that was rebuilt over 1,300 years ago."
p607262,This is the bird that cannot fly and just waddles around.
p845177,This is the bakery that opened last weekend.
p674685,This is the laptop that still works well after five years.
p315198,This is a car that is assembled in Nagoya.
p647446,This is a watch that is too expensive.
p918207,This is the book I wrote.
p110683,John is a boy we know.
p905818,I have some pictures that Bob took.
p743380,This is the computer which I bought.
p978052,She is the girl that I like.
p371344,This is the cake he made.
p128123,She is the teacher I know.
p215136,This is the car she bought.
p891069,He is the friend I met.
p176910,This is the book he read.
p159097,This is the zine I wrote last summer.
p534818,Jiro is the guy we know from the makerspace.
p773031,I have some photos that Bob took at the festival.
p379105,This is the laptop that I bought for editing.
p260904,This is the cake he baked for the party.
p249505,She is the teacher I mentioned.
p361163,This is the car she rented for the trip.
p884472,He is the friend I met at the hackathon.
p755186,This is the book he recommended to me at the conference.
p137469,"If I were rich, I would buy a car."
p494674,"If I had time, I would help you."
p495846,"If she were here, she would be happy."
p843811,"If I were a bird, I could fly to you."
p236078,"If it rained, I would stay home."
p425115,"If he came, the party would be fun."
p470126,"If I were a doctor, I could help her."
p818460,"If I had money, I would buy a car."
p102098,"If she were young, she would be more active."
p627130,"If I could speak English, traveling abroad would be fun."
p934114,"If I had enough savings, I would buy and renovate a seaside farmhouse."
p769560,"If I had another free afternoon, I would help you set up the pop-up shop."
p787495,"If she were here for the launch event, she would be thrilled."
p415894,"If I were a stronger guitarist, I could tour with your band."
p602012,"If it rained all weekend, we would stay in and stream movies."
p258641,"If he came to the hackathon, the prototype would be ready sooner."
p169672,"If I were a doctor, I would volunteer at that island clinic."
p219644,"If I had extra cash, I would buy a mirrorless camera for travel."
p318932,"If she were younger, she would backpack around the world."
p423774,"If I could speak Spanish fluently, negotiating with local suppliers would be much easier."
